,name,total_enrollment,state,n_native,n_asian,n_black,n_hispanic,n_pacific,n_nonresident,n_total_minority,n_multiracial,n_unknown,n_white,n_women,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent
2009,Villanova University,10735,Pennsylvania,12,666,580,699,9,358,2175,209,333,7869,5542,PA,Private,4 Year,14020.0,53308,67328,53308,67328,65100.0,119500.0,41.0,23.0
2010,Vincennes University,19205,Indiana,49,201,2048,947,31,34,3612,336,1191,14368,8709,IN,Public,2 Year,9990.0,5902,15892,13959,23949,,,,
2011,Virginia Baptist College,94,Virginia,0,0,17,4,0,2,24,3,0,68,42,VA,Private,4 Year,,5800,5800,5800,5800,,,,
2012,Virginia Commonwealth University,30848,Virginia,84,3615,4798,2002,51,1672,11832,1282,1251,16093,17863,VA,Public,4 Year,10428.0,14490,24918,35138,45566,49900.0,88200.0,52.0,18.0
2013,Virginia Highlands Community College,2505,Virginia,4,16,74,39,2,2,181,46,6,2316,1482,VA,Public,2 Year,,4710,4710,10638,10638,,,,
2014,Virginia Military Institute,1700,Virginia,6,75,86,82,13,25,290,28,1,1384,188,VA,Public,4 Year,9428.0,18862,28290,45706,55134,65900.0,120600.0,68.0,47.0
2015,Virginia State University,5025,Virginia,15,23,4283,99,1,13,4421,0,444,147,2997,VA,Public,4 Year,11208.0,9056,20264,19576,30784,44900.0,81800.0,61.0,14.0
2016,Virginia University of Lynchburg,324,Virginia,0,0,319,2,0,0,321,0,0,3,146,VA,Private,4 Year,9400.0,9000,18400,9000,18400,,,,
2017,Virginia Western Community College,8632,Virginia,19,231,1051,281,11,44,1874,281,57,6657,4760,VA,Public,2 Year,,5355,5355,11283,11283,,,,
2018,Visible Music College,112,Tennessee,0,1,21,6,0,5,30,2,2,75,37,TN,Private,4 Year,6000.0,19500,25500,19500,25500,,,,
2019,Viterbo University,2804,Wisconsin,9,40,46,61,1,38,202,45,15,2549,2045,WI,Private,4 Year,9060.0,27970,37030,27970,37030,46800.0,81900.0,62.0,3.0
2020,Volunteer State Community College,7664,Tennessee,25,89,663,301,8,52,1252,166,166,6194,4603,TN,Public,2 Year,,4229,4229,16517,16517,,,,
2021,Voorhees College,468,South Carolina,0,0,459,1,0,6,460,0,2,0,253,SC,Private,4 Year,7346.0,12630,19976,12630,19976,,,,
2022,Wabash College,926,Indiana,5,12,55,59,1,66,159,27,10,691,0,IN,Private,4 Year,10050.0,43450,53500,43450,53500,62200.0,114400.0,40.0,34.0
2023,Wagner College,2231,New York,3,74,149,202,1,78,467,38,165,1521,1421,NY,Private,4 Year,14124.0,47090,61214,47090,61214,,,,
2024,Wake Forest University,7788,North Carolina,21,331,647,433,40,491,1638,166,105,5554,3992,NC,Private,4 Year,16032.0,53322,69354,53322,69354,60700.0,114800.0,44.0,13.0
2025,Wake Technical Community College,21384,North Carolina,105,595,5222,1798,28,1581,8376,628,683,10744,11813,NC,Public,2 Year,,2610,2610,8370,8370,,,,
2026,Walden University,52188,Minnesota,267,1343,18914,3021,116,539,24751,1090,6618,20280,39871,MN,For Profit,4 Year,,15045,15045,15045,15045,,,,
2027,Walla Walla Community College,4851,Washington,96,36,261,783,27,7,1404,201,408,3032,2111,WA,Public,2 Year,,5041,5041,6319,6319,,,,
2028,Walla Walla University,1887,Washington,22,122,55,234,8,13,446,5,84,1344,1020,WA,Private,4 Year,4275.0,28035,32310,28035,32310,53700.0,97800.0,54.0,22.0
2029,Walsh College of Accountancy and Business Administration,2753,Michigan,8,125,283,68,1,99,516,31,38,2100,1352,MI,Private,4 Year,,17625,17625,17625,17625,49400.0,85200.0,42.0,5.0
2030,Walsh University,2919,Ohio,12,19,167,73,2,61,332,59,378,2148,1850,OH,Private,4 Year,10680.0,29980,40660,29980,40660,,,,
2031,Walters State Community College,6005,Tennessee,10,42,129,171,0,55,447,95,15,5488,3611,TN,Public,2 Year,,4428,4428,13194,13194,,,,
2032,Warner University,1161,Florida,3,11,466,151,9,21,664,24,29,447,578,FL,Private,4 Year,8520.0,21840,30360,21840,30360,,,,
2033,Warren County Community College,2573,New Jersey,10,62,107,163,0,0,342,0,871,1360,1460,NJ,Public,2 Year,,4980,4980,5880,5880,,,,
2034,Warren Wilson College,890,North Carolina,9,13,31,49,0,18,131,29,27,714,553,NC,Private,4 Year,10980.0,36280,47260,36280,47260,,,,
2035,Wartburg College,1661,Iowa,1,20,80,42,1,162,180,36,29,1290,870,IA,Private,4 Year,9996.0,41280,51276,41280,51276,49300.0,88000.0,49.0,34.0
2036,Washburn University,6722,Kansas,39,76,327,465,6,244,1133,220,1138,4207,3957,KS,Public,4 Year,8237.0,8870,17107,19940,28177,47000.0,83000.0,54.0,4.0
2037,Washington State Community College,1623,Washington,8,3,16,21,1,0,67,18,12,1544,1020,OH,Public,2 Year,,4736,4736,4766,4766,,,,
2038,Washington State University,28686,Washington,169,1497,896,3077,100,1946,7602,1863,1138,18000,14728,WA,Public,4 Year,11398.0,11581,22979,26365,37763,55900.0,103700.0,50.0,20.0
2039,Washtenaw Community College,12295,Michigan,61,415,2027,716,26,255,3781,536,391,7868,6407,MI,Public,2 Year,,3150,3150,6900,6900,,,,
2040,"Watkins College of Art, Design & Film",304,Tennessee,3,5,41,14,1,4,82,18,3,215,163,TN,Private,4 Year,6750.0,24450,31200,24450,31200,,,,
2041,Waubonsee Community College,10904,Illinois,10,353,757,3773,3,0,5112,216,340,5452,6133,IL,Public,2 Year,,4080,4080,11295,11295,,,,
2042,Waukesha County Technical College,8692,Wisconsin,49,233,585,486,14,4,1549,182,192,6947,4046,WI,Public,2 Year,,4268,4268,6281,6281,,,,
2043,Wayland Baptist University,5536,Texas,50,117,888,1415,44,54,2727,213,198,2557,2756,TX,Private,4 Year,7992.0,20070,28062,20070,28062,,,,
2044,Wayne Community College,3351,North Carolina,22,62,786,318,9,27,1228,31,40,2056,2000,NC,Public,2 Year,,2524,2524,8668,8668,,,,
2045,Wayne State College,3470,Nebraska,25,19,95,229,2,18,425,55,293,2734,1990,NE,Public,4 Year,7668.0,6989,14657,12299,19967,40600.0,73400.0,54.0,11.0
2046,Wayne State University,27578,Michigan,82,2057,4881,983,35,2275,8727,689,1572,15004,15409,MI,Public,4 Year,10427.0,13347,23774,28241,38668,50800.0,91700.0,53.0,21.0
2047,Waynesburg University,2039,Pennsylvania,6,17,66,21,4,4,135,21,38,1862,1272,PA,Private,4 Year,10164.0,24820,34984,24820,34984,,,,
2048,Weatherford College,5613,Texas,47,40,179,823,9,33,1226,128,98,4256,3567,TX,Public,2 Year,7580.0,2550,10130,5610,13190,,,,
2049,Webb Institute,90,New York,0,8,0,0,0,1,12,4,1,76,12,NY,Private,4 Year,15050.0,50175,65225,50175,65225,80800.0,141800.0,,100.0
2050,Webber International University,732,Florida,2,9,147,81,0,182,253,14,4,293,245,FL,Private,4 Year,9150.0,26116,35266,26116,35266,,,,
2051,Weber State University,25954,Utah,95,317,320,2430,98,403,3685,425,8964,12902,13866,UT,Public,4 Year,6279.0,5831,12110,16585,22864,53900.0,94000.0,60.0,8.0
2052,Webster University,16769,Missouri,75,423,6217,1159,31,355,8219,314,1029,7166,9463,MO,Private,4 Year,11050.0,27900,38950,27900,38950,46500.0,83500.0,50.0,2.0
2053,Welch College,329,Tennessee,1,2,30,9,0,19,46,4,0,264,148,TN,Private,4 Year,7704.0,19012,26716,19012,26716,,,,
2054,Wellesley College,2323,Massachusetts,1,538,128,205,0,275,1010,138,106,932,2262,MA,Private,4 Year,16468.0,53732,70200,53732,70200,58900.0,106200.0,48.0,34.0
2055,Wells College,550,New York,4,11,68,49,2,8,135,1,39,368,366,NY,Private,4 Year,14100.0,40700,54800,40700,54800,,,,
2056,Wenatchee Valley College,3510,Washington,73,35,24,1229,1,4,1474,112,123,1909,1996,WA,Public,2 Year,4020.0,4467,8487,4903,8923,,,,
2057,Wentworth Institute of Technology,4558,Massachusetts,10,285,212,155,0,274,909,247,583,2792,886,MA,Private,4 Year,14190.0,33950,48140,33950,48140,62700.0,112700.0,53.0,39.0
2058,West Chester University of Pennsylvania,16086,Pennsylvania,18,356,1644,757,17,126,3187,395,64,12709,9818,PA,Public,4 Year,9716.0,10412,20128,21986,31702,,,,
2059,West Kentucky Community and Technical College,6402,Kentucky,18,38,540,179,3,14,935,157,248,5205,3735,KY,Public,2 Year,,5310,5310,18000,18000,,,,
2060,West Liberty University,2694,West Virginia,7,19,120,21,1,42,199,31,82,2371,1622,WV,Public,4 Year,9406.0,7730,17136,15670,25076,42500.0,77000.0,51.0,6.0
2061,West Los Angeles College,10641,California,29,563,3187,4490,25,220,8673,379,403,1345,6210,CA,Public,2 Year,,1416,1416,8946,8946,,,,
2062,West Shore Community College,1330,Michigan,27,4,17,98,0,3,177,31,27,1123,790,MI,Public,2 Year,,3476,3476,7286,7286,,,,
2063,West Texas A&M University,8972,Texas,52,155,526,2053,10,238,2983,187,208,5543,5000,TX,Public,4 Year,7196.0,8849,16045,10476,17672,,,,
2064,West Valley College,9062,California,18,1489,248,2281,28,96,4529,465,271,4166,5059,CA,Public,2 Year,,1418,1418,9158,9158,,,,
